battery,t_bucket,arr,bp,fever,action,q
10,34,0,1,0,1,3,270.10305038890596
10,35,0,0,0,0,1,254.887602241261
10,36,1,0,0,0,0,258.2608916416121
10,37,0,0,1,1,2,252.742943316974
10,38,0,0,0,0,7,248.39805260363195
10,39,0,1,0,0,7,263.8348721912789
10,40,0,0,1,0,1,269.518196882789
10,41,0,0,0,0,1,253.92651418494347
10,43,1,1,0,0,2,264.94164117737233
10,44,1,1,0,1,5,268.55127194682524
10,45,1,0,0,1,2,260.00900721330856
10,46,0,0,0,1,0,249.91695563593706
10,47,0,0,1,0,0,255.62373475712593
10,49,0,1,0,0,0,253.641916307798
10,50,0,1,0,0,7,264.12894853989496
10,51,0,0,0,0,6,248.3324285197395
10,52,0,0,0,0,7,248.6652647023041
10,53,1,1,0,0,0,254.1870676875423
10,54,0,1,1,1,0,262.9250799449962
10,56,0,0,0,0,1,250.02541958484196
10,57,0,0,0,0,3,250.94394814393306
10,0,0,0,0,0,5,248.5347983800956
10,1,0,0,0,0,7,249.00513666246368
10,2,0,0,0,0,5,253.039404149709
10,4,0,0,0,0,6,249.53526188074034
10,5,1,1,0,0,5,284.2351695184815
10,6,0,1,0,1,1,258.4286847991646
10,7,1,0,1,0,1,275.340708549044
10,8,0,1,0,1,1,251.33318969187565
10,9,0,0,0,0,6,253.7314700621271
10,10,0,0,1,0,6,259.24824487901964
10,11,0,0,1,0,1,266.9572005904263
10,12,0,0,0,0,2,247.81496619961797
10,13,1,0,0,0,5,268.446880329218
10,14,1,0,0,1,4,271.3199883268388
10,15,0,1,0,1,4,258.80717382365015
10,17,1,0,0,0,3,251.88437308972115
10,18,1,1,0,1,4,275.269959607851
10,19,0,0,0,1,0,253.43687426935355
10,20,0,0,0,0,1,252.8847467366444
10,21,1,1,0,0,2,266.31660311130076
10,22,0,0,0,1,1,251.89080894496033
10,23,0,0,0,0,6,250.48574517355271
10,25,0,1,0,0,6,271.80528258722245
10,26,0,0,0,0,4,251.43855214727589
10,28,0,0,0,0,5,252.50779985997977
10,29,0,0,0,0,1,257.3078063376844
10,31,0,0,1,0,0,256.1463134467393
10,32,0,1,0,0,3,268.1482730508458
10,33,0,1,0,0,7,266.86463324345686
10,34,0,1,0,0,4,255.404940097043
10,35,0,0,0,0,6,250.33515280497002
10,36,1,1,0,0,3,269.44304789787395
10,37,0,0,1,1,5,268.1492796970874
10,38,0,0,1,0,7,266.2063361987669
10,39,0,1,0,0,1,250.00895107340267
10,40,0,1,0,0,1,257.1348791341396
10,41,1,0,0,0,2,250.728601293098
10,42,0,1,0,1,6,269.59507067707705
10,43,0,1,0,0,3,262.7052137474486
10,44,0,0,1,0,1,261.1745338996612
10,45,0,0,0,0,1,247.72680035043228
10,47,1,0,0,0,5,266.20914333067407
10,48,0,1,0,1,7,262.18169514899654
10,49,0,0,0,0,5,247.9484836072159
10,50,0,1,1,0,6,262.290696117818
10,51,0,0,0,0,3,249.39007671313288
10,52,0,1,0,0,4,254.69290479231668
10,53,0,0,0,0,0,254.8150581801295
10,54,0,0,0,0,4,247.0184469116083
10,55,1,0,1,0,5,281.2917799206834
10,56,1,0,0,1,1,255.05421920757223
10,57,0,0,1,1,7,268.7517683376798
10,58,0,1,0,0,2,265.8662069395261
10,59,0,0,0,0,4,248.17374837896807
10,1,0,0,0,0,6,247.9585422002588
10,2,1,1,0,0,4,273.12662137465003
10,3,1,0,1,1,5,284.0463561115412
10,4,0,1,0,1,3,268.71367132010084
10,5,1,1,0,0,6,288.9437049212969
10,6,0,0,1,1,7,271.8442000199734
10,7,1,1,0,0,7,284.6209572167313
10,8,0,0,1,1,5,272.1040192549219
10,9,0,0,1,0,2,261.35592794346604
10,10,0,1,0,0,3,265.0612750437183
10,11,0,0,1,0,5,271.62019191830035
10,12,1,1,1,0,2,274.57818829730854
10,13,0,1,1,1,1,272.1473286184565
10,14,1,0,1,0,5,278.1669011707604
10,15,1,0,0,1,1,256.2268974082806
10,16,0,0,0,1,6,252.21048772507595
10,17,0,1,1,0,5,276.79548728731004
10,19,0,1,0,0,7,270.2789380167456
10,21,1,0,1,0,1,270.2157107798323
10,22,0,1,0,1,2,271.27884160835947
10,23,0,0,0,0,7,250.60875363057204
10,24,0,0,0,0,0,254.91782609857805
10,25,1,0,0,0,6,267.9403210432938
10,26,0,1,0,1,6,271.91571624016393
10,30,0,1,1,0,2,273.4495923218217
10,31,1,0,0,0,7,277.4441903042417
10,32,0,1,0,1,4,251.90884318738242
10,33,0,0,0,0,6,252.2469496572054
10,34,1,1,0,0,2,261.50423457647264
10,36,1,1,0,1,2,278.47966088217555
10,37,1,0,0,1,0,260.0232927473523
10,38,0,1,1,1,2,278.1636320728112
10,39,0,1,1,0,3,286.6941289844374
10,41,0,1,0,1,2,266.25515794556617
10,42,1,0,0,0,4,269.9653155444038
10,43,0,1,0,1,5,257.2552251360196
10,44,1,0,1,0,0,253.13522792083225
10,46,0,1,0,0,1,258.49694584036575
10,47,0,0,0,0,4,249.09370614227282
10,48,0,0,1,0,4,256.5745051325589
10,49,1,1,1,0,3,286.86032989096196
10,51,1,0,1,0,3,273.8479155849689
10,52,0,1,0,1,2,268.8337856254602
10,53,0,1,0,0,7,266.57708325015733
10,54,1,0,0,0,4,266.1846982337016
10,55,0,0,1,1,0,242.02618457584342
10,56,0,0,0,0,2,250.74816140652982
10,57,0,1,0,0,2,268.7864110873885
10,58,1,1,0,0,4,268.7596638165833
10,59,0,1,0,1,1,263.6938180666788
10,0,1,1,1,0,0,260.79273362593545
10,1,1,0,0,1,7,266.85444692596775
10,2,0,0,0,1,6,256.5237924499946
10,3,0,0,0,0,2,254.6673672521734
10,4,0,1,0,0,3,270.6038383458758
10,5,0,1,0,0,0,255.17105275227547
10,7,0,0,0,0,3,255.17380861623266
10,8,0,0,0,0,2,257.99592933138166
10,11,1,0,1,0,7,285.18809574027694
10,12,0,0,0,1,2,262.77260812830605
10,13,0,1,0,0,1,257.31135512651144
10,14,0,1,0,0,5,258.66179876265545
10,15,0,0,0,0,4,249.13937740070878
10,16,1,1,0,0,7,282.0397558107685
10,17,0,0,0,1,6,251.9900509861992
10,18,1,0,1,0,4,278.8446746995908
10,19,0,0,0,1,6,252.5418043284593
10,20,1,0,0,0,6,269.6166708804749
10,21,1,0,0,1,2,258.3718705430311
10,24,0,0,0,0,7,252.64140131762605
10,25,1,0,0,0,2,262.41607933076017
10,26,1,1,0,1,7,286.8593848771188
10,27,1,0,0,1,6,274.6934871793678
10,28,1,1,0,1,7,292.530085826577
10,29,0,1,1,1,2,280.81363522311767
10,30,0,1,0,0,0,261.90972614706214
10,31,1,0,0,0,6,271.37993845002836
10,32,0,0,0,1,1,255.88117839063736
10,34,1,1,1,0,1,272.33028542635185
10,35,0,1,0,1,2,268.774649488707
10,37,1,0,1,0,6,277.9408007611129
10,38,0,1,1,1,3,291.844684940034
10,39,0,1,1,0,7,290.1587287432791
10,40,1,0,0,0,6,265.25061236147303
10,41,0,0,0,1,1,251.18887503702769
10,42,0,1,0,0,3,265.71499221838593
10,43,0,1,0,0,5,250.55121668533516
10,44,0,0,0,0,2,252.16345748819873
10,45,0,1,0,0,6,261.43980122601306
10,46,0,0,0,0,0,253.80901337562966
10,47,1,0,0,0,2,251.14594662250846
10,48,0,1,0,1,6,264.7609964764479
10,49,0,0,0,0,6,247.35329369575737
10,50,1,0,0,0,2,251.13241130155663
10,51,0,1,0,1,3,271.86352357942206
10,52,0,0,0,0,0,248.93679078180202
10,53,0,1,0,0,3,269.8617154004524
10,54,0,1,0,0,5,256.46665299827936
10,55,0,0,0,0,7,251.52163973055696
10,57,1,0,0,0,4,262.8606085699563
10,58,0,0,0,1,4,251.92691048065436
10,1,0,0,0,0,1,254.67238508473253
10,2,0,1,0,0,1,256.2969284011136
10,3,0,0,0,0,3,255.4785740168083
10,4,0,0,0,0,0,250.299431638636
10,5,0,0,1,0,3,274.13032335113
10,6,0,1,0,0,5,254.38424115137022
10,7,1,0,0,0,2,252.41264690798667
10,8,1,0,0,1,7,273.1249967846899
10,9,0,0,1,1,2,250.5000113611813
10,10,0,0,0,0,3,249.45713244406423
10,11,1,0,0,0,6,267.1331293748659
10,12,0,1,0,1,6,272.4176807867813
10,13,0,1,0,0,2,269.81217784316334
10,14,1,0,0,0,2,258.2886171132175
10,15,0,0,0,1,3,251.17218279362305
10,16,0,0,0,0,3,250.42071815423392
10,17,0,0,1,0,3,269.78699832098386
10,18,0,0,1,0,2,255.71134923433905
10,21,1,0,1,0,0,260.7762240918036
10,22,0,0,0,1,7,248.56496783634574
10,25,1,1,0,0,1,253.69168857295816
10,26,0,0,0,1,5,254.09135721028804
10,27,0,0,0,0,6,252.5049731288779
10,28,1,0,0,0,5,276.8655301123865
10,29,0,1,0,1,7,268.2741401631861
10,30,1,0,0,0,4,272.3886821965485
10,33,0,0,0,0,4,251.96780759077933
10,35,0,0,1,0,4,254.30043124055766
10,36,0,0,0,0,1,251.5412524447879
10,37,1,1,1,0,4,282.18293272404
10,38,0,0,0,1,3,250.09260637518472
10,39,1,0,0,0,3,258.60182937382956
10,40,0,0,0,1,1,256.71154729994754
10,41,0,1,0,0,1,254.4868317179566
10,42,1,1,1,0,0,265.31962573683046
10,43,0,1,0,1,7,268.3310741402538
10,44,0,0,0,0,3,249.0899054433453
10,45,0,1,1,0,1,270.02977183270804
10,46,1,0,0,0,2,252.05195316640004
10,49,1,1,0,1,6,276.21981932862377
10,50,0,1,0,1,7,266.9088682227172
10,51,0,1,0,0,1,256.94973659809494
10,52,1,1,1,0,7,297.14133931472924
10,53,0,0,1,1,3,267.2503415069584
10,54,0,1,1,0,7,282.30164540340195
10,55,0,0,1,0,3,265.3166703364003
10,56,0,0,0,0,0,251.1746834471727
10,57,0,1,0,0,0,254.95346140621646
10,58,0,0,0,0,6,250.83242633388
10,59,0,1,1,0,0,252.9674720578448
10,0,0,0,1,0,5,268.93782563204917
10,1,0,0,1,0,6,255.18121058615475
10,2,1,0,1,0,1,261.26807508326874
10,3,0,0,0,1,2,250.56315155778023
10,4,0,0,0,0,7,251.93183896648185
10,5,0,1,0,0,5,255.50152113296673
10,6,1,1,0,0,4,274.75286593767123
10,7,0,1,0,1,6,271.3613634576617
10,8,0,1,1,0,0,251.95831510834358
10,9,0,1,1,0,7,286.9527241836114
10,10,0,1,1,0,3,287.6364842245717
10,12,0,1,0,1,0,258.9204782638021
10,14,0,1,1,1,6,275.45744243600257
10,15,0,1,0,0,0,256.44996398233394
10,16,0,0,1,0,5,266.47954313524554
10,19,1,0,0,0,2,249.436745511693
10,20,0,1,0,1,5,254.00290931302345
10,22,0,0,0,1,5,249.4392342103398
10,25,1,0,1,0,4,276.6156732898859
10,26,0,0,0,1,7,253.08614234807757
10,28,0,1,0,0,6,271.3268391511602
10,29,1,0,0,0,6,263.3538260882875
10,30,0,0,1,1,6,259.77690425255537
10,31,1,1,0,0,2,273.1868155017773
10,32,1,0,0,1,2,256.87467086462686
10,33,0,0,0,1,0,251.46245699551952
10,34,0,0,0,0,6,252.07895724758558
10,35,1,0,0,0,3,263.37723111866376
10,36,1,1,0,1,4,274.791507404324
10,37,0,1,0,1,1,256.9763800366804
10,38,1,0,0,0,1,252.35998059448076
10,39,0,0,0,1,1,253.92738318482083
10,40,0,1,0,0,3,265.8814911527633
10,42,0,0,0,0,0,249.45351778939425
10,44,0,1,0,0,2,262.04606698644255
10,45,0,0,0,0,3,252.12722250361173
10,46,0,1,0,0,2,271.2302605945724
10,47,0,0,0,0,7,249.48965933099055
10,48,0,1,0,0,0,251.72132280216584
10,50,0,0,1,0,4,256.26533110812454
10,52,1,1,0,0,2,274.4347047275082
10,53,0,0,0,1,3,257.5692600658695
10,54,0,1,0,0,3,268.3236265587032
10,55,1,0,0,0,1,256.1372776908334
10,56,1,1,1,1,4,258.9601869747531
10,57,0,0,0,1,3,252.00156032913597
10,59,0,1,0,0,4,257.9519494626819
10,0,1,0,0,0,7,262.577743878262
10,1,1,0,0,1,5,269.99488475230146
10,4,0,0,0,0,3,251.33936076395534
10,5,1,1,0,0,4,274.4716644036541
10,6,0,0,0,1,0,256.84655130693017
10,8,0,0,0,0,4,252.21996003517216
10,9,0,0,0,0,7,250.13086619358438
10,10,0,0,0,0,5,249.6020932324446
10,11,0,0,0,0,6,251.64127130432303
10,13,0,0,0,0,3,251.08835259552623
10,14,0,0,0,0,2,250.91246211218396
10,16,0,1,0,1,5,254.84723712274908
10,17,0,0,0,0,4,247.30914077180265
10,18,1,1,1,0,0,257.6713918942724
10,19,0,1,0,1,7,271.8275769395577
10,20,0,0,0,0,7,252.87711688806561
10,22,0,0,0,1,2,249.42583406038463
10,23,0,0,0,0,3,258.3877892872138
10,24,1,1,1,0,1,273.7320153784811
10,25,1,0,0,1,1,257.75806436178544
10,26,0,0,0,1,2,257.0892758406415
10,27,1,0,0,0,2,257.72846621894934
10,28,0,0,0,1,7,252.04019989752425
10,30,0,1,0,0,2,266.33727891893597
10,33,0,1,0,0,4,250.95028089009665
10,34,1,0,1,0,2,251.80783804685885
10,35,1,1,0,1,3,273.79479184399247
10,36,0,0,0,1,4,255.3195913613597
10,37,1,0,0,0,6,263.48402590916345
10,38,0,0,0,1,6,250.21495184210843
10,39,0,0,1,0,0,255.013594018354
10,40,0,0,1,0,5,265.8446617451292
10,41,0,0,0,0,2,254.0514870853931
10,42,0,1,0,0,0,255.3585569262916
10,43,1,0,0,0,1,252.98863334722108
10,44,0,0,0,1,3,250.25886182358508
10,45,1,0,0,0,3,251.41744110702368
10,46,1,0,0,1,0,253.8666332572235
10,47,0,0,1,1,5,266.3498500342173
10,48,0,0,0,0,5,250.90230341630317
10,49,1,1,0,0,0,261.8486366375362
10,50,0,0,0,1,6,250.6708349566291
10,53,0,0,1,0,2,250.0081148840609
10,54,0,1,0,0,1,252.9846791808018
10,56,0,1,0,0,4,252.41390263544693
10,57,1,1,0,0,0,253.13238678622463
10,58,0,0,0,1,2,251.93112490475258
10,59,1,0,0,0,6,266.80707799669045
10,0,1,1,0,1,0,255.24748104815356
10,1,0,1,0,1,4,251.69991038562216
10,2,1,0,0,0,3,252.31654218008933
10,3,0,0,0,1,7,249.28165881865496
10,5,0,0,0,1,4,250.04378697384507
10,6,1,1,0,0,1,263.9234658451044
10,7,1,0,0,1,3,250.8636537680612
10,8,1,0,0,1,5,270.1812441300819
10,10,0,1,0,0,6,267.9895067915054
10,11,1,0,0,0,5,267.44505199166576
10,13,0,0,0,0,4,251.6202671508403
10,15,1,1,0,0,3,271.14268993349435
10,16,1,0,0,1,3,248.33189344308954
10,18,0,1,0,0,3,270.87291824358925
10,19,0,0,1,0,3,274.85616105252257
10,20,0,1,0,0,6,264.8302513258677
10,21,0,0,1,0,5,262.72707434559715
10,22,1,0,0,0,4,264.91921589646853
10,23,0,1,1,1,2,274.24175690849074
10,24,0,1,0,0,2,271.6534077278562
10,30,1,1,0,0,0,259.91731467978735
10,31,0,0,0,1,5,252.55189384743318
10,32,0,1,1,0,7,285.3431713155568
10,33,0,0,1,0,5,270.8671120357404
10,34,1,1,1,0,7,300.1314910099945
10,36,0,0,0,1,3,252.89499702702295
10,37,1,1,0,0,7,291.5804743211475
10,38,0,0,0,1,4,252.29244393342543
10,39,0,0,0,0,0,258.0836129887606
10,40,0,0,1,0,4,256.18850132760923
10,41,1,0,0,0,6,265.13308078536596
10,42,0,1,0,1,7,263.80162814030825
10,43,1,1,1,0,3,291.3004664039483
10,44,0,0,1,1,4,258.62961354384396
10,45,1,1,0,0,5,266.08798341579336
10,46,0,0,0,1,6,249.93257539935487
10,47,0,0,1,0,7,269.3212967138432
10,48,1,0,0,0,2,253.28792043769022
10,49,1,0,0,1,5,266.2104216810283
10,50,1,1,0,1,4,271.3244228429259
10,51,0,0,0,1,7,255.75480711439687
10,52,0,0,1,0,6,254.67575051552976
10,53,1,1,0,0,5,263.57860172557525
10,54,0,0,1,1,3,277.2672963886583
10,55,1,0,0,0,3,257.94184983153184
10,56,0,0,0,1,3,248.74666852847352
10,57,1,0,0,0,6,263.3962190863506
10,58,0,0,1,1,1,263.03994143401934
10,0,1,1,0,0,6,277.60479526849844
10,1,0,1,1,1,3,279.24324803340915
10,2,0,0,0,0,3,253.07623686342794
10,4,1,1,0,1,2,277.9814088262022
10,5,1,0,0,1,2,259.6089151130858
10,6,0,1,0,1,0,257.95729535370117
10,8,0,0,0,0,6,253.5230974514708
10,10,0,0,0,0,7,252.47465334394767
10,11,0,1,0,0,5,252.1053998982335
10,14,0,1,0,0,3,270.4346835981318
10,15,1,1,1,0,7,301.1553694458693
10,16,1,1,0,1,2,266.70470103919223
10,18,0,1,0,0,4,255.97253104907702
10,19,0,0,1,0,1,273.37475964824444
10,20,0,1,1,0,6,273.58580144812447
10,21,0,1,1,0,2,273.3814269083523
10,22,1,1,0,0,6,286.2108663575009
10,23,1,1,0,1,4,284.02032113644634
10,24,0,1,0,1,6,271.2260787854292
10,26,0,0,0,1,6,252.81010472055607
10,27,1,0,1,0,1,282.62263179447785
10,28,0,1,0,1,7,270.8937365059667
10,29,0,0,0,0,7,259.33569617777846
10,30,1,0,1,0,5,283.52844830814695
10,31,0,0,1,1,6,257.16185585553296
10,32,1,0,0,0,1,258.15073318408594
10,33,0,0,0,1,3,251.05331124639972
10,34,0,0,0,0,4,257.83404967766086
10,35,0,0,0,0,5,250.1663305850405
10,36,0,0,0,0,7,248.9917602317913
10,37,0,1,0,0,0,253.3364237060221
10,38,0,0,0,0,3,250.9760837438547
10,39,0,0,1,0,2,257.6178668990125
10,41,0,0,0,1,4,254.49686628178713
10,43,1,0,0,0,5,268.5993742703131
10,44,0,0,1,1,7,270.7696285775554
10,45,1,0,0,0,7,260.9662613641118
10,46,1,1,0,1,4,267.5901818813764
10,47,0,0,0,1,6,251.80052533286573
10,48,0,0,1,0,7,266.95784323271164
10,49,0,0,1,0,4,252.40556421887266
10,50,0,1,0,0,5,249.0315651738386
10,51,1,0,0,0,2,249.29385694766688
10,52,0,0,0,1,2,255.81857312454855
10,55,0,0,1,1,5,257.33323285833677
10,56,0,0,0,0,5,250.5141562081214
10,57,1,0,0,0,2,250.35593590717352
10,58,1,0,1,1,6,272.3071323746447
10,59,0,1,0,1,0,253.95675883332046
10,3,0,0,0,0,0,255.94256581550496
10,5,1,1,0,0,1,257.6807455014787
10,6,0,1,0,1,6,270.2396798115106
10,9,0,0,1,0,0,259.3883506075775
10,10,1,0,0,0,1,255.7897961722821
10,11,0,0,0,1,4,250.3254605873777
10,12,0,1,0,0,1,257.7564204044292
10,13,0,1,0,0,0,255.9333207588392
10,14,1,1,0,0,0,255.58776378592518
10,15,0,0,0,1,5,251.65207698311198
10,17,0,1,1,0,7,286.35113613724036
10,18,0,1,0,0,1,259.60350715607
10,19,1,0,0,0,5,264.0846254039371
10,20,0,1,0,1,4,257.6651077996889
10,21,0,0,0,0,2,248.80620976098305
10,22,0,0,0,0,6,250.73120581953813
10,23,0,1,0,0,4,258.8654959927543
10,24,0,0,0,0,2,252.53280519567113
10,25,0,0,0,0,7,248.31181573399945
10,26,0,0,0,0,5,251.89142832244502
10,28,0,0,0,0,0,252.43167097481287
10,29,1,0,0,0,4,271.5550122160605
10,30,0,0,0,1,7,252.79749591038268
10,31,0,1,0,0,5,256.516187024051
10,32,0,0,0,0,5,256.1150834646612
10,34,1,1,0,0,7,274.82092907229975
10,35,0,0,0,1,0,249.54568673178923
10,36,0,0,0,0,3,250.55825325816957
10,37,0,1,0,0,4,255.00565233425257
10,38,0,1,0,0,3,272.9746956157477
10,42,1,0,1,0,2,249.5835398927253
10,43,0,1,0,1,0,256.63827256449457
10,45,0,1,0,1,1,253.22165984627324
10,49,0,0,0,0,4,249.14226353782345
10,50,0,1,1,0,4,247.2956559733654
10,51,0,0,0,0,1,248.8703585800521
10,52,1,0,1,0,7,284.419356201478
10,53,0,1,0,1,1,254.14098595705624
10,58,0,1,0,1,4,255.0857020786708
10,59,1,1,0,0,0,248.17434038443864
10,0,0,0,0,1,2,250.0283416546896
10,1,0,1,0,0,5,253.871718062183
10,3,1,0,0,0,0,252.6689181944922
10,4,0,1,0,1,1,252.44996418371906
10,5,0,1,0,0,2,266.0875894178655
10,6,0,0,1,0,4,255.34192639356698
10,7,1,1,0,0,4,268.5914391283191
10,8,1,0,0,1,4,269.89590009488865
10,9,1,1,0,1,5,277.10145682148544
10,10,0,0,0,1,5,255.84990101508868
10,12,0,1,0,1,7,272.8440294016716
10,13,1,0,0,0,6,270.064991039933
10,15,0,1,0,0,2,266.58017170823183
10,16,0,1,1,0,3,283.2912502945696
10,17,1,0,0,0,5,263.8862114386947
10,19,0,1,0,1,3,270.9849545872537
10,20,0,1,0,0,5,253.74255928037718
10,21,0,0,0,0,0,248.17988743702705
10,23,0,0,1,0,1,271.7887979196296
10,24,1,0,1,0,5,286.03302270821797
10,25,0,0,0,1,0,250.52188103346265
10,27,1,1,0,0,5,276.23544387843504
10,28,0,0,0,1,2,253.69959489071937
10,30,0,0,0,0,0,260.2443478951121
10,31,0,0,1,0,2,259.34305843072815
10,32,1,1,0,0,1,258.89143211886426
10,33,1,1,0,1,6,285.6183363424401
10,34,0,0,0,1,7,255.5518999027663
10,35,1,0,0,0,1,262.87342115183236
10,36,0,1,0,1,7,273.20525741437046
10,37,0,0,0,0,5,251.61760682600718
10,38,1,0,0,0,3,256.94159236885474
10,39,1,0,0,1,5,268.87898060721227
10,40,1,0,0,1,3,256.4385842743637
10,41,0,1,0,1,5,254.0132308172892
10,42,1,1,0,0,6,286.30718923898513
10,43,0,1,0,1,2,269.089559136513
10,44,1,1,0,0,3,261.5514804719319
10,46,1,0,0,0,5,270.48623445302115
10,47,0,0,0,1,5,250.90339186989942
10,49,1,1,0,0,6,288.7605420603164
10,50,1,0,0,1,7,273.85425926892356
10,51,1,0,0,1,2,260.8678604761687
10,52,1,0,0,1,3,265.05569100334577
10,53,1,1,0,1,1,258.9840293250784
10,54,0,0,0,1,0,253.29158007853246
10,55,0,0,0,0,2,249.27820651300053
10,56,1,1,0,0,5,265.58846886871044
10,57,0,0,1,1,4,259.3275368529092
10,0,0,1,0,1,2,262.3601671951813
10,2,0,1,0,0,0,256.04576892246865
10,4,0,1,0,1,0,250.89010422093108
10,6,1,1,0,0,6,294.9518592117508
10,7,0,0,0,1,0,259.9212247036618
10,8,1,0,1,0,2,254.3558310562289
10,9,0,0,1,1,3,266.3769561489521
10,10,0,1,0,0,4,258.36163692766763
10,11,0,0,0,0,7,252.30353234620404
10,12,1,1,0,0,0,253.76118378504478
10,13,0,1,0,1,5,259.2845278635158
10,14,0,1,1,0,5,263.9442388078175
10,15,0,0,0,0,7,249.346677040361
10,16,0,1,0,0,2,267.8120359672643
10,17,1,0,1,0,2,256.2397445061884
10,18,0,0,0,1,7,251.76241201344686
10,23,0,1,0,1,6,271.68259968396984
10,25,0,0,1,0,7,269.25372107627925
10,26,1,1,0,0,2,277.69649092477755
10,27,0,0,0,1,0,253.6079462275875
10,28,0,1,1,0,2,275.24189628432146
10,29,1,0,0,0,3,252.10950666209737
10,30,0,0,0,1,2,252.06106781256852
10,32,0,0,1,1,7,268.4570026473619
10,33,0,0,0,0,1,252.67783970979897
10,34,0,1,0,0,0,252.68778237568478
10,35,1,1,0,0,5,274.3739142307399
10,36,0,1,0,1,1,263.4755329169294
10,37,0,1,0,0,1,253.41184283652115
10,38,0,0,1,0,1,269.90606616816507
10,40,0,0,1,0,0,252.16172444720368
10,42,0,1,0,1,3,263.94350890237075
10,43,0,0,0,0,5,247.78640689064068
10,44,1,0,0,0,5,265.3199878953215
10,45,0,0,0,1,1,246.71141348648865
10,46,0,1,0,0,6,265.7996022126307
10,47,0,0,0,0,2,249.33715651652687
10,49,0,0,0,0,1,247.67259516728296
10,50,0,1,0,0,1,251.47603441327018
10,52,0,1,0,0,6,271.8236938101549
10,53,1,1,1,0,0,252.80419443229312
10,54,0,1,0,1,4,261.1519644047098
10,55,0,1,1,0,7,283.7386327148993
10,56,0,1,0,0,6,264.1749999137655
10,57,1,0,1,0,2,249.72417433708125
10,58,0,1,1,1,0,243.1892622075317
10,59,0,0,0,0,6,247.08291461569735
10,0,0,0,1,0,2,260.1353512580099
10,1,1,1,0,0,1,259.02886571960903
10,2,1,1,0,1,4,267.06696710476916
10,3,0,0,1,1,2,260.85795084125607
10,4,1,1,0,0,0,254.98715616278855
10,5,0,1,0,1,3,269.1525044329826
10,8,0,1,0,0,7,262.66597656736946
10,9,0,0,1,0,3,272.25639791545893
10,10,0,1,1,0,4,257.60978119317855
10,11,0,0,1,0,6,258.95109246012896
10,12,0,0,0,0,1,247.26169146727318
10,13,0,1,0,0,4,255.04998661527438
10,14,0,0,1,0,1,263.3759298384978
10,15,0,1,0,0,3,266.6948904911684
10,18,1,0,1,0,7,293.21280030499753
10,20,0,0,0,0,6,252.87390550400008
10,22,0,0,0,0,5,252.6083966944134
10,24,0,0,1,0,7,269.27586487857974
10,25,1,0,0,0,3,263.96856996411964
10,26,0,1,0,1,0,261.26813438590904
10,27,0,1,1,0,0,243.331984395056
10,29,0,1,0,0,6,269.07929977314257
10,31,1,1,0,0,6,288.9602419854788
10,32,1,0,0,1,3,262.2613775763564
10,33,1,0,1,1,1,282.75392999524956
10,34,0,0,1,1,1,277.7205594755732
10,35,1,1,0,0,6,284.5424928399223
10,37,1,1,0,0,5,278.2483805002616
10,38,1,0,0,1,5,270.27859832346275
10,39,1,0,0,1,7,265.68953584409195
10,40,0,0,1,1,4,260.84106120187175
10,41,1,0,0,0,0,255.9155862555176
10,42,1,1,0,1,6,282.4955210008985
10,44,0,0,0,1,2,250.1799082455003
10,45,1,1,1,0,1,273.06626627555613
10,46,1,1,1,1,1,264.7134068741586
10,47,0,1,1,1,3,276.00349028666005
10,48,0,0,0,0,7,251.00893032424057
10,49,1,0,0,0,6,272.82699655563516
10,50,1,0,0,1,1,268.55799980861883
10,51,0,0,0,1,1,255.7275155181025
10,54,1,0,0,0,2,251.71718257334618
10,55,0,1,0,1,7,269.90781393447253
10,56,0,1,1,0,0,246.98149715316094
10,58,0,0,1,0,6,259.67748970919723
10,59,0,1,0,0,2,266.2617526847384
10,0,0,0,0,0,6,247.84839431330067
10,2,0,1,1,0,3,281.2295440805739
10,3,0,0,0,0,1,255.39631014209363
10,4,0,0,1,0,2,256.74756045091704
10,5,1,0,0,0,2,260.73271669426026
10,6,1,0,0,1,3,256.0740392682585
10,7,0,0,0,1,2,261.0391125975518
10,8,1,1,0,0,3,268.47018237394286
10,9,0,0,0,1,6,249.24189524691212
10,10,0,1,0,0,2,267.51133308656534
10,11,1,0,1,0,0,258.8353702442384
10,12,1,0,0,1,4,262.8748313267777
10,13,0,1,0,1,6,268.563158233863
10,14,1,0,0,0,3,251.98527562335553
10,15,1,0,1,1,7,289.9348035389567
10,16,1,1,0,1,4,267.523292591976
10,18,1,0,0,1,5,267.3887233140389
10,19,0,0,0,1,5,252.2071462411908
10,22,1,1,1,0,1,274.7557581828501
10,23,0,0,0,1,2,249.28216518759174
10,24,1,1,0,0,3,268.0371889661344
10,25,1,0,1,1,3,274.27815331870784
10,26,0,0,1,1,0,256.21356232830186
10,29,0,1,1,0,7,276.31093076731884
10,30,0,1,0,0,4,255.53469001616395
10,31,0,1,0,0,0,256.1692762952678
10,32,0,0,1,0,0,248.5068435595123
10,33,0,0,0,0,5,250.5813191366364
10,34,0,0,0,0,0,250.0271398196189
10,37,0,0,1,1,4,256.4577780853034
10,38,1,1,0,0,6,284.767174388066
10,39,0,1,0,1,1,252.69876733637753
10,42,0,0,0,0,7,249.35104722693606
10,43,1,1,0,0,4,271.7585704281511
10,44,0,0,0,1,4,252.23354007101304
10,45,0,1,1,0,6,270.48088467590446
